id,acronym,name,color_hex_triplet,parent_structure_id,ABA_level,CASTLE_level,CASTLE_parent
531,MPT,Medial pretectal area,#FF90FF,1100,6,3,323
587,ND,Nucleus of Darkschewitsch,#FF90FF,795,6,3,323
616,CUN,Cuneiform nucleus,#FF90FF,323,5,3,323
628,NOT,Nucleus of the optic tract,#FF90FF,1100,6,3,323
634,NPC,Nucleus of the posterior commissure,#FF90FF,1100,6,3,323
706,OP,Olivary pretectal nucleus,#FF90FF,1100,6,3,323
749,VTA,Ventral tegmental area,#FF90FF,323,5,3,323
757,VTN,Ventral tegmental nucleus,#FF90FF,323,5,3,323
795,PAG,Periaqueductal gray,#FF90FF,323,5,3,323
975,EW,Edinger-Westphal nucleus,#FF90FF,323,5,3,323
1061,PPT,Posterior pretectal nucleus,#FF90FF,1100,6,3,323
549009203,RPF,Retroparafascicular nucleus,#FF90FF,1100,6,3,323
549009211,MA3,Medial accesory oculomotor nucleus,#FF90FF,323,5,3,323
606826663,Pa4,Paratrochlear nucleus,#FF90FF,323,5,3,323
607344830,PN,Paranigral nucleus,#FF90FF,323,5,3,323
614454277,Su3,Supraoculomotor periaqueductal gray,#FF90FF,795,6,3,323
173,RCH,Retrochiasmatic area,#F2483B,290,6,3,290
194,LHA,Lateral hypothalamic area,#F2483B,290,6,3,290
226,LPO,Lateral preoptic area,#F2483B,290,6,3,290
356,PST,Preparasubthalamic nucleus,#F2483B,290,6,3,290
364,PSTN,Parasubthalamic nucleus,#F2483B,290,6,3,290
470,STN,Subthalamic nucleus,#F2483B,290,6,3,290
614,TU,Tuberal nucleus,#F2483B,290,6,3,290
797,ZI,Zona incerta,#F2483B,290,6,3,290
804,FF,Fields of Forel,#F2483B,797,7,3,290
576073704,PeF,Perifornical nucleus,#F2483B,290,6,3,290
1,TMv,"Tuberomammillary nucleus, ventral part",#FF4C3E,557,8,3,467
63,PVHd,"Paraventricular hypothalamic nucleus, descending division",#FF4C3E,467,6,3,467
88,AHN,Anterior hypothalamic nucleus,#FF4C3E,467,6,3,467
210,LM,Lateral mammillary nucleus,#FF4C3E,331,7,3,467
515,MPN,Medial preoptic nucleus,#FF4C3E,467,6,3,467
525,SUM,Supramammillary nucleus,#FF4C3E,331,7,3,467
693,VMH,Ventromedial hypothalamic nucleus,#FF4C3E,467,6,3,467
732,MMme,"Medial mammillary nucleus, median part",#FF4C3E,491,8,3,467
946,PH,Posterior hypothalamic nucleus,#FF4C3E,467,6,3,467
980,PMd,Dorsal premammillary nucleus,#FF4C3E,467,6,3,467
1004,PMv,Ventral premammillary nucleus,#FF4C3E,467,6,3,467
1126,TMd,"Tuberomammillary nucleus, dorsal part",#FF4C3E,557,8,3,467
606826647,MMl,"Medial mammillary nucleus, lateral part",#FF4C3E,491,8,3,467
606826651,MMm,"Medial mammillary nucleus, medial part",#FF4C3E,491,8,3,467
606826655,MMp,"Medial mammillary nucleus, posterior part",#FF4C3E,491,8,3,467
606826659,MMd,"Medial mammillary nucleus, dorsal part",#FF4C3E,491,8,3,467
72,ADP,Anterodorsal preoptic nucleus,#FF5547,141,6,3,141
126,PVp,"Periventricular hypothalamic nucleus, posterior part",#FF5547,141,6,3,141
133,PVpo,"Periventricular hypothalamic nucleus, preoptic part",#FF5547,141,6,3,141
263,AVP,Anteroventral preoptic nucleus,#FF5547,141,6,3,141
272,AVPV,Anteroventral periventricular nucleus,#FF5547,141,6,3,141
286,SCH,Suprachiasmatic nucleus,#FF5547,141,6,3,141
338,SFO,Subfornical organ,#FF5547,141,6,3,141
347,SBPV,Subparaventricular zone,#FF5547,141,6,3,141
452,MEPO,Median preoptic nucleus,#FF5547,141,6,3,141
523,MPO,Medial preoptic area,#FF5547,141,6,3,141
689,VLPO,Ventrolateral preoptic nucleus,#FF5547,141,6,3,141
763,OV,Vascular organ of the lamina terminalis,#FF5547,141,6,3,141
830,DMH,Dorsomedial nucleus of the hypothalamus,#FF5547,141,6,3,141
914,PD,Posterodorsal preoptic nucleus,#FF5547,141,6,3,141
1109,PS,Parastrial nucleus,#FF5547,141,6,3,141
576073699,VMPO,Ventromedial preoptic nucleus,#FF5547,141,6,3,141
30,PVa,"Periventricular hypothalamic nucleus, anterior part",#FF5D50,157,6,3,157
38,PVH,Paraventricular hypothalamic nucleus,#FF5D50,157,6,3,157
118,PVi,"Periventricular hypothalamic nucleus, intermediate part",#FF5D50,157,6,3,157
223,ARH,Arcuate hypothalamic nucleus,#FF5D50,157,6,3,157
332,ASO,Accessory supraoptic group,#FF5D50,157,6,3,157
390,SO,Supraoptic nucleus,#FF5D50,157,6,3,157
414,SPFm,"Subparafascicular nucleus, magnocellular part",#FF8084,406,7,3,864
422,SPFp,"Subparafascicular nucleus, parvicellular part",#FF8084,406,7,3,864
609,SPA,Subparafascicular area,#FF8084,864,6,3,864
629,VAL,Ventral anterior-lateral complex of the thalamus,#FF8084,637,7,3,864
685,VM,Ventral medial nucleus of the thalamus,#FF8084,637,7,3,864
718,VPL,Ventral posterolateral nucleus of the thalamus,#FF8084,709,8,3,864
725,VPLpc,"Ventral posterolateral nucleus of the thalamus, parvicellular part",#FF8084,709,8,3,864
733,VPM,Ventral posteromedial nucleus of the thalamus,#FF8084,709,8,3,864
741,VPMpc,"Ventral posteromedial nucleus of the thalamus, parvicellular part",#FF8084,709,8,3,864
1044,PP,Peripeduncular nucleus,#FF8084,864,6,3,864
1072,MGd,"Medial geniculate complex, dorsal part",#FF8084,475,8,3,864
1079,MGv,"Medial geniculate complex, ventral part",#FF8084,475,8,3,864
1088,MGm,"Medial geniculate complex, medial part",#FF8084,475,8,3,864
496345664,LGd-sh,"Dorsal part of the lateral geniculate complex, shell",#FF8084,170,8,3,864
496345668,LGd-co,"Dorsal part of the lateral geniculate complex, core",#FF8084,170,8,3,864
496345672,LGd-ip,"Dorsal part of the lateral geniculate complex, ipsilateral zone",#FF8084,170,8,3,864
563807435,PoT,Posterior triangular thalamic nucleus,#FF8084,637,7,3,864
15,PT,Parataenial nucleus,#FF909F,571,7,3,856
27,IGL,Intergeniculate leaflet of the lateral geniculate complex,#FF909F,1014,7,3,856
59,IMD,Intermediodorsal nucleus of the thalamus,#FF909F,444,7,3,856
64,AD,Anterodorsal nucleus,#FF909F,239,7,3,856
149,PVT,Paraventricular nucleus of the thalamus,#FF909F,571,7,3,856
155,LD,Lateral dorsal nucleus of thalamus,#FF909F,239,7,3,856
178,LGv,Ventral part of the lateral geniculate complex,#FF909F,1014,7,3,856
181,RE,Nucleus of reuniens,#FF909F,571,7,3,856
186,LH,Lateral habenula,#FF909F,958,7,3,856
189,RH,Rhomboid nucleus,#FF909F,51,7,3,856
218,LP,Lateral posterior nucleus of the thalamus,#FF909F,138,7,3,856
255,AV,Anteroventral nucleus of thalamus,#FF909F,239,7,3,856
262,RT,Reticular nucleus of the thalamus,#FF909F,856,6,3,856
321,SubG,Subgeniculate nucleus,#FF909F,1014,7,3,856
325,SGN,Suprageniculate nucleus,#FF909F,138,7,3,856
362,MD,Mediodorsal nucleus of thalamus,#FF909F,444,7,3,856
366,SMT,Submedial nucleus of the thalamus,#FF909F,444,7,3,856
483,MH,Medial habenula,#FF909F,958,7,3,856
575,CL,Central lateral nucleus of the thalamus,#FF909F,51,7,3,856
599,CM,Central medial nucleus of the thalamus,#FF909F,51,7,3,856
907,PCN,Paracentral nucleus,#FF909F,51,7,3,856
930,PF,Parafascicular nucleus,#FF909F,51,7,3,856
1020,PO,Posterior complex of the thalamus,#FF909F,138,7,3,856
1029,POL,Posterior limiting nucleus of the thalamus,#FF909F,138,7,3,856
1077,PR,Perireunensis nucleus,#FF909F,444,7,3,856
1096,AMd,"Anteromedial nucleus, dorsal part",#FF909F,127,8,3,856
1104,AMv,"Anteromedial nucleus, ventral part",#FF909F,127,8,3,856
1113,IAD,Interanterodorsal nucleus of the thalamus,#FF909F,239,7,3,856
1120,IAM,Interanteromedial nucleus of the thalamus,#FF909F,239,7,3,856
560581551,Eth,Ethmoid nucleus of the thalamus,#FF909F,138,7,3,856
560581559,Xi,Xiphoid thalamic nucleus,#FF909F,571,7,3,856
560581563,PIL,Posterior intralaminar thalamic nucleus,#FF909F,51,7,3,856
563807439,IntG,Intermediate geniculate nucleus,#FF909F,1014,7,3,856
188,AOBgl,"Accessory olfactory bulb, glomerular layer",#9DF0D2,151,7,3,151
196,AOBgr,"Accessory olfactory bulb, granular layer",#9DF0D2,151,7,3,151
204,AOBmi,"Accessory olfactory bulb, mitral layer",#9DF0D2,151,7,3,151
639,COAa,"Cortical amygdalar area, anterior part",#61E7B7,631,7,3,631
655,COApl,"Cortical amygdalar area, posterior part, lateral zone",#61E7B7,647,8,3,631
663,COApm,"Cortical amygdalar area, posterior part, medial zone",#61E7B7,647,8,3,631
597,TTd,"Taenia tecta, dorsal part",#62D09F,589,7,3,589
605,TTv,"Taenia tecta, ventral part",#62D09F,589,7,3,589
260,NLOT1,"Nucleus of the lateral olfactory tract, molecular layer",#95E4C8,619,7,3,619
268,NLOT2,"Nucleus of the lateral olfactory tract, pyramidal layer",#95E4C8,619,7,3,619
1139,NLOT3,"Nucleus of the lateral olfactory tract, layer 3",#95E4C8,619,7,3,619
632,DG-sg,"Dentate gyrus, granule cell layer",#66A83D,726,8,3,726
10703,DG-mo,"Dentate gyrus, molecular layer",#66A83D,726,8,3,726
10704,DG-po,"Dentate gyrus, polymorph layer",#66A83D,726,8,3,726
382,CA1,Field CA1,#7ED04B,375,8,3,375
423,CA2,Field CA2,#7ED04B,375,8,3,375
463,CA3,Field CA3,#7ED04B,375,8,3,375
20,ENTl2,"Entorhinal area, lateral part, layer 2",#32B825,918,9,3,909
28,ENTl6a,"Entorhinal area, lateral part, layer 6a",#32B825,918,9,3,909
52,ENTl3,"Entorhinal area, lateral part, layer 3",#32B825,918,9,3,909
139,ENTl5,"Entorhinal area, lateral part, layer 5",#32B825,918,9,3,909
526,ENTm1,"Entorhinal area, medial part, dorsal zone, layer 1",#32B825,926,9,3,909
543,ENTm2,"Entorhinal area, medial part, dorsal zone, layer 2",#32B825,926,9,3,909
664,ENTm3,"Entorhinal area, medial part, dorsal zone, layer 3",#32B825,926,9,3,909
727,ENTm5,"Entorhinal area, medial part, dorsal zone, layer 5",#32B825,926,9,3,909
743,ENTm6,"Entorhinal area, medial part, dorsal zone, layer 6",#32B825,926,9,3,909
1121,ENTl1,"Entorhinal area, lateral part, layer 1",#32B825,918,9,3,909
23,AAA,Anterior amygdalar area,#80C0E2,278,6,3,278
292,BA,Bed nucleus of the accessory olfactory tract,#80C0E2,278,6,3,278
403,MEA,Medial amygdalar nucleus,#80C0E2,278,6,3,278
544,CEAc,"Central amygdalar nucleus, capsular part",#80C0E2,536,7,3,278
551,CEAl,"Central amygdalar nucleus, lateral part",#80C0E2,536,7,3,278
559,CEAm,"Central amygdalar nucleus, medial part",#80C0E2,536,7,3,278
1105,IA,Intercalated amygdalar nucleus,#80C0E2,278,6,3,278
56,ACB,Nucleus accumbens,#80CDF8,493,6,3,493
754,OT,Olfactory tubercle,#80CDF8,493,6,3,493
998,FS,Fundus of striatum,#80CDF8,493,6,3,493
250,LSc,"Lateral septal nucleus, caudal (caudodorsal) part",#90CBED,242,7,3,275
258,LSr,"Lateral septal nucleus, rostral (rostroventral) part",#90CBED,242,7,3,275
266,LSv,"Lateral septal nucleus, ventral part",#90CBED,242,7,3,275
310,SF,Septofimbrial nucleus,#90CBED,275,6,3,275
333,SH,Septohippocampal nucleus,#90CBED,275,6,3,275
1022,GPe,"Globus pallidus, external segment",#8599CC,818,6,3,818
1031,GPi,"Globus pallidus, internal segment",#8599CC,818,6,3,818
564,MS,Medial septal nucleus,#96A7D3,904,7,3,826
581,TRS,Triangular nucleus of septum,#96A7D3,826,6,3,826
596,NDB,Diagonal band nucleus,#96A7D3,904,7,3,826
298,MA,Magnocellular nucleus,#A2B1D8,835,6,3,835
342,SI,Substantia innominata,#A2B1D8,835,6,3,835
287,BAC,Bed nucleus of the anterior commissure,#B3C0DF,809,6,3,809
351,BST,Bed nuclei of the stria terminalis,#B3C0DF,809,6,3,809
327,BMAa,"Basomedial amygdalar nucleus, anterior part",#84EA81,319,6,3,319
334,BMAp,"Basomedial amygdalar nucleus, posterior part",#84EA81,319,6,3,319
303,BLAa,"Basolateral amygdalar nucleus, anterior part",#9DE79C,295,6,3,295
311,BLAp,"Basolateral amygdalar nucleus, posterior part",#9DE79C,295,6,3,295
451,BLAv,"Basolateral amygdalar nucleus, ventral part",#9DE79C,295,6,3,295
952,EPd,"Endopiriform nucleus, dorsal part",#A0EE9D,942,6,3,942
966,EPv,"Endopiriform nucleus, ventral part",#A0EE9D,942,6,3,942
83,IO,Inferior olivary complex,#FF9BCD,370,6,3,354
96,DCO,Dorsal cochlear nucleus,#FF9BCD,607,7,3,354
101,VCO,Ventral cochlear nucleus,#FF9BCD,607,7,3,354
106,ISN,Inferior salivatory nucleus,#FF9BCD,370,6,3,354
136,IRN,Intermediate reticular nucleus,#FF9BCD,370,6,3,354
143,AMBv,"Nucleus ambiguus, ventral division",#FF9BCD,135,7,3,354
169,PRP,Nucleus prepositus,#FF9BCD,154,7,3,354
177,NR,Nucleus of Roller,#FF9BCD,154,7,3,354
202,MV,Medial vestibular nucleus,#FF9BCD,701,7,3,354
203,LIN,Linear nucleus of the medulla,#FF9BCD,370,6,3,354
206,RM,Nucleus raphe magnus,#FF9BCD,379,6,3,354
207,AP,Area postrema,#FF9BCD,386,6,3,354
209,LAV,Lateral vestibular nucleus,#FF9BCD,701,7,3,354
217,SUV,Superior vestibular nucleus,#FF9BCD,701,7,3,354
222,RO,Nucleus raphe obscurus,#FF9BCD,379,6,3,354
225,SPIV,Spinal vestibular nucleus,#FF9BCD,701,7,3,354
307,MARN,Magnocellular reticular nucleus,#FF9BCD,370,6,3,354
372,ICB,Infracerebellar nucleus,#FF9BCD,370,6,3,354
429,SPVC,"Spinal nucleus of the trigeminal, caudal part",#FF9BCD,386,6,3,354
437,SPVI,"Spinal nucleus of the trigeminal, interpolar part",#FF9BCD,386,6,3,354
445,SPVO,"Spinal nucleus of the trigeminal, oral part",#FF9BCD,386,6,3,354
576,ACVII,Accessory facial motor nucleus,#FF9BCD,370,6,3,354
642,NTB,Nucleus of the trapezoid body,#FF9BCD,386,6,3,354
651,NTS,Nucleus of the solitary tract,#FF9BCD,386,6,3,354
653,VI,Abducens nucleus,#FF9BCD,370,6,3,354
661,VII,Facial motor nucleus,#FF9BCD,370,6,3,354
711,CU,Cuneate nucleus,#FF9BCD,720,7,3,354
765,x,Nucleus x,#FF9BCD,370,6,3,354
773,XII,Hypoglossal nucleus,#FF9BCD,370,6,3,354
781,y,Nucleus y,#FF9BCD,370,6,3,354
839,DMX,Dorsal motor nucleus of the vagus nerve,#FF9BCD,370,6,3,354
852,PARN,Parvicellular reticular nucleus,#FF9BCD,370,6,3,354
859,PAS,Parasolitary nucleus,#FF9BCD,370,6,3,354
903,ECU,External cuneate nucleus,#FF9BCD,386,6,3,354
939,AMBd,"Nucleus ambiguus, dorsal division",#FF9BCD,135,7,3,354
955,LRNm,"Lateral reticular nucleus, magnocellular part",#FF9BCD,235,7,3,354
963,LRNp,"Lateral reticular nucleus, parvicellular part",#FF9BCD,235,7,3,354
970,PGRNd,"Paragigantocellular reticular nucleus, dorsal part",#FF9BCD,938,7,3,354
978,PGRNl,"Paragigantocellular reticular nucleus, lateral part",#FF9BCD,938,7,3,354
1039,GR,Gracile nucleus,#FF9BCD,720,7,3,354
1048,GRN,Gigantocellular reticular nucleus,#FF9BCD,370,6,3,354
1069,PPY,Parapyramidal nucleus,#FF9BCD,370,6,3,354
1098,MDRNd,"Medullary reticular nucleus, dorsal part",#FF9BCD,395,7,3,354
1107,MDRNv,"Medullary reticular nucleus, ventral part",#FF9BCD,395,7,3,354
589508451,Pa5,Paratrigeminal nucleus,#FF9BCD,386,6,3,354
7,PSV,Principal sensory nucleus of the trigeminal,#FF9B88,1132,6,3,771
105,SOCm,"Superior olivary complex, medial part",#FF9B88,398,7,3,771
114,SOCl,"Superior olivary complex, lateral part",#FF9B88,398,7,3,771
122,POR,"Superior olivary complex, periolivary region",#FF9B88,398,7,3,771
123,KF,Koelliker-Fuse subnucleus,#FF9B88,867,7,3,771
146,PRNr,Pontine reticular nucleus,#FF9B88,1117,6,3,771
147,LC,Locus ceruleus,#FF9B88,1117,6,3,771
162,LDT,Laterodorsal tegmental nucleus,#FF9B88,1117,6,3,771
238,RPO,Nucleus raphe pontis,#FF9B88,1117,6,3,771
280,B,Barrington's nucleus,#FF9B88,987,6,3,771
318,SG,Supragenual nucleus,#FF9B88,987,6,3,771
350,SLC,Subceruleus nucleus,#FF9B88,1117,6,3,771
358,SLD,Sublaterodorsal nucleus,#FF9B88,1117,6,3,771
534,SUT,Supratrigeminal nucleus,#FF9B88,987,6,3,771
574,TRN,Tegmental reticular nucleus,#FF9B88,987,6,3,771
604,NI,Nucleus incertus,#FF9B88,1117,6,3,771
612,NLL,Nucleus of the lateral lemniscus,#FF9B88,1132,6,3,771
621,V,Motor nucleus of trigeminal,#FF9B88,987,6,3,771
679,CS,Superior central nucleus raphe,#FF9B88,1117,6,3,771
867,PB,Parabrachial nucleus,#FF9B88,1132,6,3,771
880,DTN,Dorsal tegmental nucleus,#FF9B88,987,6,3,771
898,PCG,Pontine central gray,#FF9B88,987,6,3,771
931,PG,Pontine gray,#FF9B88,987,6,3,771
1093,PRNc,"Pontine reticular nucleus, caudal part",#FF9B88,987,6,3,771
549009215,P5,Peritrigeminal zone,#FF9B88,987,6,3,771
549009219,Acs5,Accessory trigeminal nucleus,#FF9B88,987,6,3,771
549009223,PC5,Parvicellular motor 5 nucleus,#FF9B88,987,6,3,771
549009227,I5,Intertrigeminal nucleus,#FF9B88,987,6,3,771
599626927,PDTg,Posterodorsal tegmental nucleus,#FF9B88,987,6,3,771
36,GU1,"Gustatory areas, layer 1",#009C75,1057,7,3,1057
148,GU4,"Gustatory areas, layer 4",#009C75,1057,7,3,1057
180,GU2/3,"Gustatory areas, layer 2/3",#009C75,1057,7,3,1057
187,GU5,"Gustatory areas, layer 5",#009C75,1057,7,3,1057
638,GU6a,"Gustatory areas, layer 6a",#009C75,1057,7,3,1057
662,GU6b,"Gustatory areas, layer 6b",#009C75,1057,7,3,1057
312782550,VISa1,"Anterior area, layer 1",#009FAC,312782546,8,3,22
312782554,VISa2/3,"Anterior area, layer 2/3",#009FAC,312782546,8,3,22
312782558,VISa4,"Anterior area, layer 4",#009FAC,312782546,8,3,22
312782562,VISa5,"Anterior area, layer 5",#009FAC,312782546,8,3,22
312782566,VISa6a,"Anterior area, layer 6a",#009FAC,312782546,8,3,22
312782570,VISa6b,"Anterior area, layer 6b",#009FAC,312782546,8,3,22
312782604,VISrl1,"Rostrolateral area, layer 1",#009FAC,417,8,3,22
312782608,VISrl2/3,"Rostrolateral area, layer 2/3",#009FAC,417,8,3,22
312782612,VISrl4,"Rostrolateral area, layer 4",#009FAC,417,8,3,22
312782616,VISrl5,"Rostrolateral area, layer 5",#009FAC,417,8,3,22
312782620,VISrl6a,"Rostrolateral area, layer 6a",#009FAC,417,8,3,22
312782624,VISrl6b,"Rostrolateral area, layer 6b",#009FAC,417,8,3,22
156,AUDd6a,"Dorsal auditory area, layer 6a",#019399,1011,8,3,247
243,AUDd6b,"Dorsal auditory area, layer 6b",#019399,1011,8,3,247
249,AUDpo6a,"Posterior auditory area, layer 6a",#019399,1027,8,3,247
251,AUDp2/3,"Primary auditory area, layer 2/3",#019399,1002,8,3,247
252,AUDd5,"Dorsal auditory area, layer 5",#019399,1011,8,3,247
456,AUDpo6b,"Posterior auditory area, layer 6b",#019399,1027,8,3,247
520,AUDv6a,"Ventral auditory area, layer 6a",#019399,1018,8,3,247
527,AUDd1,"Dorsal auditory area, layer 1",#019399,1011,8,3,247
598,AUDv6b,"Ventral auditory area, layer 6b",#019399,1018,8,3,247
600,AUDd2/3,"Dorsal auditory area, layer 2/3",#019399,1011,8,3,247
643,AUDpo2/3,"Posterior auditory area, layer 2/3",#019399,1027,8,3,247
678,AUDd4,"Dorsal auditory area, layer 4",#019399,1011,8,3,247
696,AUDpo1,"Posterior auditory area, layer 1",#019399,1027,8,3,247
735,AUDp1,"Primary auditory area, layer 1",#019399,1002,8,3,247
755,AUDv2/3,"Ventral auditory area, layer 2/3",#019399,1018,8,3,247
759,AUDpo4,"Posterior auditory area, layer 4",#019399,1027,8,3,247
791,AUDpo5,"Posterior auditory area, layer 5",#019399,1027,8,3,247
816,AUDp4,"Primary auditory area, layer 4",#019399,1002,8,3,247
847,AUDp5,"Primary auditory area, layer 5",#019399,1002,8,3,247
954,AUDp6a,"Primary auditory area, layer 6a",#019399,1002,8,3,247
959,AUDv1,"Ventral auditory area, layer 1",#019399,1018,8,3,247
990,AUDv4,"Ventral auditory area, layer 4",#019399,1018,8,3,247
1005,AUDp6b,"Primary auditory area, layer 6b",#019399,1002,8,3,247
1023,AUDv5,"Ventral auditory area, layer 5",#019399,1018,8,3,247
33,VISp6a,"Primary visual area, layer 6a",#08858C,385,8,3,669
41,VISpm2/3,"posteromedial visual area, layer 2/3",#08858C,533,8,3,669
74,VISl6a,"Lateral visual area, layer 6a",#08858C,409,8,3,669
121,VISl6b,"Lateral visual area, layer 6b",#08858C,409,8,3,669
233,VISal5,"Anterolateral visual area, layer 5",#08858C,402,8,3,669
257,VISpm6a,"posteromedial visual area, layer 6a",#08858C,533,8,3,669
269,VISpl2/3,"Posterolateral visual area, layer 2/3",#08858C,425,8,3,669
281,VISam1,"Anteromedial visual area, layer 1",#08858C,394,8,3,669
305,VISp6b,"Primary visual area, layer 6b",#08858C,385,8,3,669
377,VISpl6a,"Posterolateral visual area, layer 6a",#08858C,425,8,3,669
393,VISpl6b,"Posterolateral visual area, layer 6b",#08858C,425,8,3,669
401,VISam4,"Anteromedial visual area, layer 4",#08858C,394,8,3,669
421,VISl1,"Lateral visual area, layer 1",#08858C,409,8,3,669
433,VISam5,"Anteromedial visual area, layer 5",#08858C,394,8,3,669
441,VISam6b,"Anteromedial visual area, layer 6b",#08858C,394,8,3,669
469,VISpm6b,"posteromedial visual area, layer 6b",#08858C,533,8,3,669
501,VISpm4,"posteromedial visual area, layer 4",#08858C,533,8,3,669
565,VISpm5,"posteromedial visual area, layer 5",#08858C,533,8,3,669
573,VISl4,"Lateral visual area, layer 4",#08858C,409,8,3,669
593,VISp1,"Primary visual area, layer 1",#08858C,385,8,3,669
601,VISal6a,"Anterolateral visual area, layer 6a",#08858C,402,8,3,669
613,VISl5,"Lateral visual area, layer 5",#08858C,409,8,3,669
649,VISal6b,"Anterolateral visual area, layer 6b",#08858C,402,8,3,669
721,VISp4,"Primary visual area, layer 4",#08858C,385,8,3,669
750,VISpl1,"Posterolateral visual area, layer 1",#08858C,425,8,3,669
778,VISp5,"Primary visual area, layer 5",#08858C,385,8,3,669
805,VISpm1,"posteromedial visual area, layer 1",#08858C,533,8,3,669
821,VISp2/3,"Primary visual area, layer 2/3",#08858C,385,8,3,669
869,VISpl4,"Posterolateral visual area, layer 4",#08858C,425,8,3,669
