id,acronym,name,color_hex_triplet,parent_structure_id,ABA_level,CASTLE_level,CASTLE_parent
619,NLOT,Nucleus of the lateral olfactory tract,#95E4C8,698.0,6,2,698.0
982,FC,Fasciola cinerea,#70FF71,1080.0,7,2,1089.0
726,DG,Dentate gyrus,#66A83D,1080.0,7,2,1089.0
375,CA,Ammon's horn,#7ED04B,1080.0,7,2,1089.0
19,IG,Induseum griseum,#7F2E7E,1080.0,7,2,1089.0
909,ENT,Entorhinal area,#32B825,822.0,7,2,1089.0
484682508,APr,Area prostriata,#33B932,822.0,7,2,1089.0
589508447,HATA,Hippocampo-amygdalar transition area,#4BB547,822.0,7,2,1089.0
1037,POST,Postsubiculum,#48C83C,822.0,7,2,1089.0
502,SUB,Subiculum,#4FC244,822.0,7,2,1089.0
484682470,ProS,Prosubiculum,#58BA48,822.0,7,2,1089.0
1084,PRE,Presubiculum,#59B947,822.0,7,2,1089.0
843,PAR,Parasubiculum,#72D569,822.0,7,2,1089.0
278,sAMY,Striatum-like amygdalar nuclei,#80C0E2,477.0,5,2,477.0
493,STRv,Striatum ventral region,#80CDF8,477.0,5,2,477.0
672,CP,Caudoputamen,#98D6F9,485.0,6,2,477.0
275,LSX,Lateral septal complex,#90CBED,477.0,5,2,477.0
818,PALd,"Pallidum, dorsal region",#8599CC,803.0,5,2,803.0
826,PALm,"Pallidum, medial region",#96A7D3,803.0,5,2,803.0
835,PALv,"Pallidum, ventral region",#A2B1D8,803.0,5,2,803.0
809,PALc,"Pallidum, caudal region",#B3C0DF,803.0,5,2,803.0
319,BMA,Basomedial amygdalar nucleus,#84EA81,703.0,5,2,703.0
583,CLA,Claustrum,#8ADA87,703.0,5,2,703.0
131,LA,Lateral amygdalar nucleus,#90EB8D,703.0,5,2,703.0
780,PA,Posterior amygdalar nucleus,#97EC93,703.0,5,2,703.0
295,BLA,Basolateral amygdalar nucleus,#9DE79C,703.0,5,2,703.0
942,EP,Endopiriform nucleus,#A0EE9D,703.0,5,2,703.0
354,MY,Medulla,#FF9BCD,935.0,5,2,1065.0
771,P,Pons,#FF9B88,883.0,5,2,1065.0
1057,GU,Gustatory areas,#009C75,315.0,6,2,315.0
22,PTLp,Posterior parietal association areas,#009FAC,315.0,6,2,315.0
247,AUD,Auditory areas,#019399,315.0,6,2,315.0
669,VIS,Visual areas,#08858C,315.0,6,2,315.0
895,ECT,Ectorhinal area,#0D9F91,315.0,6,2,315.0
922,PERI,Perirhinal area,#0E9684,315.0,6,2,315.0
677,VISC,Visceral area,#11AD83,315.0,6,2,315.0
541,TEa,Temporal association areas,#15B0B3,315.0,6,2,315.0
453,SS,Somatosensory areas,#188064,315.0,6,2,315.0
254,RSP,Retrosplenial area,#1AA698,315.0,6,2,315.0
500,MO,Somatomotor areas,#1F9D5A,315.0,6,2,315.0
95,AI,Agranular insular area,#219866,315.0,6,2,315.0
714,ORB,Orbital area,#248A5E,315.0,6,2,315.0
184,FRP,"Frontal pole, cerebral cortex",#268F45,315.0,6,2,315.0
972,PL,Prelimbic area,#2FA850,315.0,6,2,315.0
31,ACA,Anterior cingulate area,#40A666,315.0,6,2,315.0
44,ILA,Infralimbic area,#59B363,315.0,6,2,315.0
73,VS,ventricular systems,#AAAAAA,997.0,1,2,73.0
1009,fiber tracts,fiber tracts,#CCCCCC,997.0,1,2,1009.0
91,IP,Interposed nucleus,#FFFDBC,519.0,4,3,519.0
846,DN,Dentate nucleus,#FFFDBC,519.0,4,3,519.0
989,FN,Fastigial nucleus,#FFFDBC,519.0,4,3,519.0
589508455,VeCB,Vestibulocerebellar nucleus,#FFFDBC,519.0,4,3,519.0
230,RPA,Nucleus raphe pallidus,#FFFC91,379.0,6,3,528.0
912,LING,Lingula (I),#FFFC91,645.0,5,3,528.0
936,DEC,Declive (VI),#FFFC91,645.0,5,3,528.0
944,FOTU,Folium-tuber vermis (VII),#FFFC91,645.0,5,3,528.0
951,PYR,Pyramus (VIII),#FFFC91,645.0,5,3,528.0
957,UVU,Uvula (IX),#FFFC91,645.0,5,3,528.0
968,NOD,Nodulus (X),#FFFC91,645.0,5,3,528.0
976,CENT2,Lobule II,#FFFC91,920.0,6,3,528.0
984,CENT3,Lobule III,#FFFC91,920.0,6,3,528.0
1007,SIM,Simple lobule,#FFFC91,1073.0,5,3,528.0
1025,PRM,Paramedian lobule,#FFFC91,1073.0,5,3,528.0
1033,COPY,Copula pyramidis,#FFFC91,1073.0,5,3,528.0
1041,PFL,Paraflocculus,#FFFC91,1073.0,5,3,528.0
1049,FL,Flocculus,#FFFC91,1073.0,5,3,528.0
1056,ANcr1,Crus 1,#FFFC91,1017.0,6,3,528.0
1064,ANcr2,Crus 2,#FFFC91,1017.0,6,3,528.0
1091,"CUL4, 5",Lobules IV-V,#FFFC91,928.0,6,3,528.0
271,SAG,Nucleus sagulum,#FF7AFF,339.0,5,3,339.0
460,MEV,Midbrain trigeminal nucleus,#FF7AFF,339.0,5,3,339.0
580,NB,Nucleus of the brachium of the inferior colliculus,#FF7AFF,339.0,5,3,339.0
811,ICc,"Inferior colliculus, central nucleus",#FF7AFF,4.0,6,3,339.0
820,ICd,"Inferior colliculus, dorsal nucleus",#FF7AFF,4.0,6,3,339.0
828,ICe,"Inferior colliculus, external nucleus",#FF7AFF,4.0,6,3,339.0
834,SCzo,"Superior colliculus, zonal layer",#FF7AFF,302.0,6,3,339.0
842,SCsg,"Superior colliculus, superficial gray layer",#FF7AFF,302.0,6,3,339.0
851,SCop,"Superior colliculus, optic layer",#FF7AFF,302.0,6,3,339.0
874,PBG,Parabigeminal nucleus,#FF7AFF,339.0,5,3,339.0
599626923,SCO,Subcommissural organ,#FF7AFF,339.0,5,3,339.0
12,IF,Interfascicular nucleus raphe,#FFA6FF,165.0,6,3,348.0
100,IPN,Interpeduncular nucleus,#FFA6FF,165.0,6,3,348.0
197,RL,Rostral linear nucleus raphe,#FFA6FF,165.0,6,3,348.0
374,SNc,"Substantia nigra, compact part",#FFA6FF,348.0,5,3,348.0
591,CLI,Central linear nucleus raphe,#FFA6FF,165.0,6,3,348.0
872,DR,Dorsal nucleus raphe,#FFA6FF,165.0,6,3,348.0
1052,PPN,Pedunculopontine nucleus,#FFA6FF,348.0,5,3,348.0
607344834,IPR,"Interpeduncular nucleus, rostral",#FFA6FF,100.0,7,3,348.0
607344838,IPC,"Interpeduncular nucleus, caudal",#FFA6FF,100.0,7,3,348.0
607344842,IPA,"Interpeduncular nucleus, apical",#FFA6FF,100.0,7,3,348.0
607344846,IPL,"Interpeduncular nucleus, lateral",#FFA6FF,100.0,7,3,348.0
607344850,IPI,"Interpeduncular nucleus, intermediate",#FFA6FF,100.0,7,3,348.0
607344854,IPDM,"Interpeduncular nucleus, dorsomedial",#FFA6FF,100.0,7,3,348.0
607344858,IPDL,"Interpeduncular nucleus, dorsolateral",#FFA6FF,100.0,7,3,348.0
607344862,IPRL,"Interpeduncular nucleus, rostrolateral",#FFA6FF,100.0,7,3,348.0
10,SCig,"Superior colliculus, motor related, intermediate gray layer",#FF90FF,294.0,6,3,323.0
17,SCiw,"Superior colliculus, motor related, intermediate white layer",#FF90FF,294.0,6,3,323.0
26,SCdg,"Superior colliculus, motor related, deep gray layer",#FF90FF,294.0,6,3,323.0
35,III,Oculomotor nucleus,#FF90FF,323.0,5,3,323.0
42,SCdw,"Superior colliculus, motor related, deep white layer",#FF90FF,294.0,6,3,323.0
50,PRC,Precommissural nucleus,#FF90FF,795.0,6,3,323.0
58,MT,Medial terminal nucleus of the accessory optic tract,#FF90FF,323.0,5,3,323.0
66,LT,Lateral terminal nucleus of the accessory optic tract,#FF90FF,323.0,5,3,323.0
67,INC,Interstitial nucleus of Cajal,#FF90FF,795.0,6,3,323.0
75,DT,Dorsal terminal nucleus of the accessory optic tract,#FF90FF,323.0,5,3,323.0
115,IV,Trochlear nucleus,#FF90FF,323.0,5,3,323.0
128,MRN,Midbrain reticular nucleus,#FF90FF,323.0,5,3,323.0
214,RN,Red nucleus,#FF90FF,323.0,5,3,323.0
215,APN,Anterior pretectal nucleus,#FF90FF,1100.0,6,3,323.0
231,AT,Anterior tegmental nucleus,#FF90FF,323.0,5,3,323.0
246,RR,"Midbrain reticular nucleus, retrorubral area",#FF90FF,323.0,5,3,323.0
381,SNr,"Substantia nigra, reticular part",#FF90FF,323.0,5,3,323.0
531,MPT,Medial pretectal area,#FF90FF,1100.0,6,3,323.0
587,ND,Nucleus of Darkschewitsch,#FF90FF,795.0,6,3,323.0
616,CUN,Cuneiform nucleus,#FF90FF,323.0,5,3,323.0
628,NOT,Nucleus of the optic tract,#FF90FF,1100.0,6,3,323.0
634,NPC,Nucleus of the posterior commissure,#FF90FF,1100.0,6,3,323.0
706,OP,Olivary pretectal nucleus,#FF90FF,1100.0,6,3,323.0
749,VTA,Ventral tegmental area,#FF90FF,323.0,5,3,323.0
757,VTN,Ventral tegmental nucleus,#FF90FF,323.0,5,3,323.0
795,PAG,Periaqueductal gray,#FF90FF,323.0,5,3,323.0
975,EW,Edinger-Westphal nucleus,#FF90FF,323.0,5,3,323.0
1061,PPT,Posterior pretectal nucleus,#FF90FF,1100.0,6,3,323.0
549009203,RPF,Retroparafascicular nucleus,#FF90FF,1100.0,6,3,323.0
549009211,MA3,Medial accesory oculomotor nucleus,#FF90FF,323.0,5,3,323.0
606826663,Pa4,Paratrochlear nucleus,#FF90FF,323.0,5,3,323.0
607344830,PN,Paranigral nucleus,#FF90FF,323.0,5,3,323.0
614454277,Su3,Supraoculomotor periaqueductal gray,#FF90FF,795.0,6,3,323.0
173,RCH,Retrochiasmatic area,#F2483B,290.0,6,3,290.0
194,LHA,Lateral hypothalamic area,#F2483B,290.0,6,3,290.0
226,LPO,Lateral preoptic area,#F2483B,290.0,6,3,290.0
356,PST,Preparasubthalamic nucleus,#F2483B,290.0,6,3,290.0
364,PSTN,Parasubthalamic nucleus,#F2483B,290.0,6,3,290.0
470,STN,Subthalamic nucleus,#F2483B,290.0,6,3,290.0
614,TU,Tuberal nucleus,#F2483B,290.0,6,3,290.0
797,ZI,Zona incerta,#F2483B,290.0,6,3,290.0
804,FF,Fields of Forel,#F2483B,797.0,7,3,290.0
576073704,PeF,Perifornical nucleus,#F2483B,290.0,6,3,290.0
1,TMv,"Tuberomammillary nucleus, ventral part",#FF4C3E,557.0,8,3,467.0
63,PVHd,"Paraventricular hypothalamic nucleus, descending division",#FF4C3E,467.0,6,3,467.0
88,AHN,Anterior hypothalamic nucleus,#FF4C3E,467.0,6,3,467.0
210,LM,Lateral mammillary nucleus,#FF4C3E,331.0,7,3,467.0
515,MPN,Medial preoptic nucleus,#FF4C3E,467.0,6,3,467.0
525,SUM,Supramammillary nucleus,#FF4C3E,331.0,7,3,467.0
693,VMH,Ventromedial hypothalamic nucleus,#FF4C3E,467.0,6,3,467.0
732,MMme,"Medial mammillary nucleus, median part",#FF4C3E,491.0,8,3,467.0
946,PH,Posterior hypothalamic nucleus,#FF4C3E,467.0,6,3,467.0
980,PMd,Dorsal premammillary nucleus,#FF4C3E,467.0,6,3,467.0
1004,PMv,Ventral premammillary nucleus,#FF4C3E,467.0,6,3,467.0
1126,TMd,"Tuberomammillary nucleus, dorsal part",#FF4C3E,557.0,8,3,467.0
606826647,MMl,"Medial mammillary nucleus, lateral part",#FF4C3E,491.0,8,3,467.0
606826651,MMm,"Medial mammillary nucleus, medial part",#FF4C3E,491.0,8,3,467.0
606826655,MMp,"Medial mammillary nucleus, posterior part",#FF4C3E,491.0,8,3,467.0
606826659,MMd,"Medial mammillary nucleus, dorsal part",#FF4C3E,491.0,8,3,467.0
72,ADP,Anterodorsal preoptic nucleus,#FF5547,141.0,6,3,141.0
126,PVp,"Periventricular hypothalamic nucleus, posterior part",#FF5547,141.0,6,3,141.0
133,PVpo,"Periventricular hypothalamic nucleus, preoptic part",#FF5547,141.0,6,3,141.0
263,AVP,Anteroventral preoptic nucleus,#FF5547,141.0,6,3,141.0
272,AVPV,Anteroventral periventricular nucleus,#FF5547,141.0,6,3,141.0
286,SCH,Suprachiasmatic nucleus,#FF5547,141.0,6,3,141.0
338,SFO,Subfornical organ,#FF5547,141.0,6,3,141.0
347,SBPV,Subparaventricular zone,#FF5547,141.0,6,3,141.0
452,MEPO,Median preoptic nucleus,#FF5547,141.0,6,3,141.0
523,MPO,Medial preoptic area,#FF5547,141.0,6,3,141.0
689,VLPO,Ventrolateral preoptic nucleus,#FF5547,141.0,6,3,141.0
763,OV,Vascular organ of the lamina terminalis,#FF5547,141.0,6,3,141.0
830,DMH,Dorsomedial nucleus of the hypothalamus,#FF5547,141.0,6,3,141.0
914,PD,Posterodorsal preoptic nucleus,#FF5547,141.0,6,3,141.0
1109,PS,Parastrial nucleus,#FF5547,141.0,6,3,141.0
576073699,VMPO,Ventromedial preoptic nucleus,#FF5547,141.0,6,3,141.0
30,PVa,"Periventricular hypothalamic nucleus, anterior part",#FF5D50,157.0,6,3,157.0
38,PVH,Paraventricular hypothalamic nucleus,#FF5D50,157.0,6,3,157.0
118,PVi,"Periventricular hypothalamic nucleus, intermediate part",#FF5D50,157.0,6,3,157.0
223,ARH,Arcuate hypothalamic nucleus,#FF5D50,157.0,6,3,157.0
332,ASO,Accessory supraoptic group,#FF5D50,157.0,6,3,157.0
390,SO,Supraoptic nucleus,#FF5D50,157.0,6,3,157.0
414,SPFm,"Subparafascicular nucleus, magnocellular part",#FF8084,406.0,7,3,864.0
422,SPFp,"Subparafascicular nucleus, parvicellular part",#FF8084,406.0,7,3,864.0
609,SPA,Subparafascicular area,#FF8084,864.0,6,3,864.0
629,VAL,Ventral anterior-lateral complex of the thalamus,#FF8084,637.0,7,3,864.0
685,VM,Ventral medial nucleus of the thalamus,#FF8084,637.0,7,3,864.0
718,VPL,Ventral posterolateral nucleus of the thalamus,#FF8084,709.0,8,3,864.0
725,VPLpc,"Ventral posterolateral nucleus of the thalamus, parvicellular part",#FF8084,709.0,8,3,864.0
733,VPM,Ventral posteromedial nucleus of the thalamus,#FF8084,709.0,8,3,864.0
741,VPMpc,"Ventral posteromedial nucleus of the thalamus, parvicellular part",#FF8084,709.0,8,3,864.0
1044,PP,Peripeduncular nucleus,#FF8084,864.0,6,3,864.0
1072,MGd,"Medial geniculate complex, dorsal part",#FF8084,475.0,8,3,864.0
1079,MGv,"Medial geniculate complex, ventral part",#FF8084,475.0,8,3,864.0
1088,MGm,"Medial geniculate complex, medial part",#FF8084,475.0,8,3,864.0
496345664,LGd-sh,"Dorsal part of the lateral geniculate complex, shell",#FF8084,170.0,8,3,864.0
496345668,LGd-co,"Dorsal part of the lateral geniculate complex, core",#FF8084,170.0,8,3,864.0
496345672,LGd-ip,"Dorsal part of the lateral geniculate complex, ipsilateral zone",#FF8084,170.0,8,3,864.0
563807435,PoT,Posterior triangular thalamic nucleus,#FF8084,637.0,7,3,864.0
15,PT,Parataenial nucleus,#FF909F,571.0,7,3,856.0
27,IGL,Intergeniculate leaflet of the lateral geniculate complex,#FF909F,1014.0,7,3,856.0
59,IMD,Intermediodorsal nucleus of the thalamus,#FF909F,444.0,7,3,856.0
64,AD,Anterodorsal nucleus,#FF909F,239.0,7,3,856.0
149,PVT,Paraventricular nucleus of the thalamus,#FF909F,571.0,7,3,856.0
155,LD,Lateral dorsal nucleus of thalamus,#FF909F,239.0,7,3,856.0
178,LGv,Ventral part of the lateral geniculate complex,#FF909F,1014.0,7,3,856.0
181,RE,Nucleus of reuniens,#FF909F,571.0,7,3,856.0
186,LH,Lateral habenula,#FF909F,958.0,7,3,856.0
189,RH,Rhomboid nucleus,#FF909F,51.0,7,3,856.0
218,LP,Lateral posterior nucleus of the thalamus,#FF909F,138.0,7,3,856.0
255,AV,Anteroventral nucleus of thalamus,#FF909F,239.0,7,3,856.0
262,RT,Reticular nucleus of the thalamus,#FF909F,856.0,6,3,856.0
321,SubG,Subgeniculate nucleus,#FF909F,1014.0,7,3,856.0
325,SGN,Suprageniculate nucleus,#FF909F,138.0,7,3,856.0
362,MD,Mediodorsal nucleus of thalamus,#FF909F,444.0,7,3,856.0
366,SMT,Submedial nucleus of the thalamus,#FF909F,444.0,7,3,856.0
483,MH,Medial habenula,#FF909F,958.0,7,3,856.0
575,CL,Central lateral nucleus of the thalamus,#FF909F,51.0,7,3,856.0
599,CM,Central medial nucleus of the thalamus,#FF909F,51.0,7,3,856.0
907,PCN,Paracentral nucleus,#FF909F,51.0,7,3,856.0
930,PF,Parafascicular nucleus,#FF909F,51.0,7,3,856.0
1020,PO,Posterior complex of the thalamus,#FF909F,138.0,7,3,856.0
1029,POL,Posterior limiting nucleus of the thalamus,#FF909F,138.0,7,3,856.0
1077,PR,Perireunensis nucleus,#FF909F,444.0,7,3,856.0
1096,AMd,"Anteromedial nucleus, dorsal part",#FF909F,127.0,8,3,856.0
1104,AMv,"Anteromedial nucleus, ventral part",#FF909F,127.0,8,3,856.0
1113,IAD,Interanterodorsal nucleus of the thalamus,#FF909F,239.0,7,3,856.0
1120,IAM,Interanteromedial nucleus of the thalamus,#FF909F,239.0,7,3,856.0
560581551,Eth,Ethmoid nucleus of the thalamus,#FF909F,138.0,7,3,856.0
560581559,Xi,Xiphoid thalamic nucleus,#FF909F,571.0,7,3,856.0
560581563,PIL,Posterior intralaminar thalamic nucleus,#FF909F,51.0,7,3,856.0
563807439,IntG,Intermediate geniculate nucleus,#FF909F,1014.0,7,3,856.0
188,AOBgl,"Accessory olfactory bulb, glomerular layer",#9DF0D2,151.0,7,3,151.0
196,AOBgr,"Accessory olfactory bulb, granular layer",#9DF0D2,151.0,7,3,151.0
204,AOBmi,"Accessory olfactory bulb, mitral layer",#9DF0D2,151.0,7,3,151.0
639,COAa,"Cortical amygdalar area, anterior part",#61E7B7,631.0,7,3,631.0
655,COApl,"Cortical amygdalar area, posterior part, lateral zone",#61E7B7,647.0,8,3,631.0
663,COApm,"Cortical amygdalar area, posterior part, medial zone",#61E7B7,647.0,8,3,631.0
597,TTd,"Taenia tecta, dorsal part",#62D09F,589.0,7,3,589.0
605,TTv,"Taenia tecta, ventral part",#62D09F,589.0,7,3,589.0
260,NLOT1,"Nucleus of the lateral olfactory tract, molecular layer",#95E4C8,619.0,7,3,619.0
268,NLOT2,"Nucleus of the lateral olfactory tract, pyramidal layer",#95E4C8,619.0,7,3,619.0
1139,NLOT3,"Nucleus of the lateral olfactory tract, layer 3",#95E4C8,619.0,7,3,619.0
632,DG-sg,"Dentate gyrus, granule cell layer",#66A83D,726.0,8,3,726.0
10703,DG-mo,"Dentate gyrus, molecular layer",#66A83D,726.0,8,3,726.0
10704,DG-po,"Dentate gyrus, polymorph layer",#66A83D,726.0,8,3,726.0
382,CA1,Field CA1,#7ED04B,375.0,8,3,375.0
423,CA2,Field CA2,#7ED04B,375.0,8,3,375.0
463,CA3,Field CA3,#7ED04B,375.0,8,3,375.0
20,ENTl2,"Entorhinal area, lateral part, layer 2",#32B825,918.0,9,3,909.0
28,ENTl6a,"Entorhinal area, lateral part, layer 6a",#32B825,918.0,9,3,909.0
52,ENTl3,"Entorhinal area, lateral part, layer 3",#32B825,918.0,9,3,909.0
139,ENTl5,"Entorhinal area, lateral part, layer 5",#32B825,918.0,9,3,909.0
526,ENTm1,"Entorhinal area, medial part, dorsal zone, layer 1",#32B825,926.0,9,3,909.0
543,ENTm2,"Entorhinal area, medial part, dorsal zone, layer 2",#32B825,926.0,9,3,909.0
664,ENTm3,"Entorhinal area, medial part, dorsal zone, layer 3",#32B825,926.0,9,3,909.0
727,ENTm5,"Entorhinal area, medial part, dorsal zone, layer 5",#32B825,926.0,9,3,909.0
743,ENTm6,"Entorhinal area, medial part, dorsal zone, layer 6",#32B825,926.0,9,3,909.0
1121,ENTl1,"Entorhinal area, lateral part, layer 1",#32B825,918.0,9,3,909.0
23,AAA,Anterior amygdalar area,#80C0E2,278.0,6,3,278.0
292,BA,Bed nucleus of the accessory olfactory tract,#80C0E2,278.0,6,3,278.0
403,MEA,Medial amygdalar nucleus,#80C0E2,278.0,6,3,278.0
544,CEAc,"Central amygdalar nucleus, capsular part",#80C0E2,536.0,7,3,278.0
551,CEAl,"Central amygdalar nucleus, lateral part",#80C0E2,536.0,7,3,278.0
559,CEAm,"Central amygdalar nucleus, medial part",#80C0E2,536.0,7,3,278.0
1105,IA,Intercalated amygdalar nucleus,#80C0E2,278.0,6,3,278.0
56,ACB,Nucleus accumbens,#80CDF8,493.0,6,3,493.0
754,OT,Olfactory tubercle,#80CDF8,493.0,6,3,493.0
998,FS,Fundus of striatum,#80CDF8,493.0,6,3,493.0
250,LSc,"Lateral septal nucleus, caudal (caudodorsal) part",#90CBED,242.0,7,3,275.0
258,LSr,"Lateral septal nucleus, rostral (rostroventral) part",#90CBED,242.0,7,3,275.0
266,LSv,"Lateral septal nucleus, ventral part",#90CBED,242.0,7,3,275.0
310,SF,Septofimbrial nucleus,#90CBED,275.0,6,3,275.0
333,SH,Septohippocampal nucleus,#90CBED,275.0,6,3,275.0
1022,GPe,"Globus pallidus, external segment",#8599CC,818.0,6,3,818.0
1031,GPi,"Globus pallidus, internal segment",#8599CC,818.0,6,3,818.0
564,MS,Medial septal nucleus,#96A7D3,904.0,7,3,826.0
581,TRS,Triangular nucleus of septum,#96A7D3,826.0,6,3,826.0
596,NDB,Diagonal band nucleus,#96A7D3,904.0,7,3,826.0
298,MA,Magnocellular nucleus,#A2B1D8,835.0,6,3,835.0
342,SI,Substantia innominata,#A2B1D8,835.0,6,3,835.0
287,BAC,Bed nucleus of the anterior commissure,#B3C0DF,809.0,6,3,809.0
351,BST,Bed nuclei of the stria terminalis,#B3C0DF,809.0,6,3,809.0
327,BMAa,"Basomedial amygdalar nucleus, anterior part",#84EA81,319.0,6,3,319.0
334,BMAp,"Basomedial amygdalar nucleus, posterior part",#84EA81,319.0,6,3,319.0
303,BLAa,"Basolateral amygdalar nucleus, anterior part",#9DE79C,295.0,6,3,295.0
311,BLAp,"Basolateral amygdalar nucleus, posterior part",#9DE79C,295.0,6,3,295.0
451,BLAv,"Basolateral amygdalar nucleus, ventral part",#9DE79C,295.0,6,3,295.0
952,EPd,"Endopiriform nucleus, dorsal part",#A0EE9D,942.0,6,3,942.0
966,EPv,"Endopiriform nucleus, ventral part",#A0EE9D,942.0,6,3,942.0
83,IO,Inferior olivary complex,#FF9BCD,370.0,6,3,354.0
96,DCO,Dorsal cochlear nucleus,#FF9BCD,607.0,7,3,354.0
101,VCO,Ventral cochlear nucleus,#FF9BCD,607.0,7,3,354.0
106,ISN,Inferior salivatory nucleus,#FF9BCD,370.0,6,3,354.0
136,IRN,Intermediate reticular nucleus,#FF9BCD,370.0,6,3,354.0
143,AMBv,"Nucleus ambiguus, ventral division",#FF9BCD,135.0,7,3,354.0
169,PRP,Nucleus prepositus,#FF9BCD,154.0,7,3,354.0
177,NR,Nucleus of Roller,#FF9BCD,154.0,7,3,354.0
202,MV,Medial vestibular nucleus,#FF9BCD,701.0,7,3,354.0
203,LIN,Linear nucleus of the medulla,#FF9BCD,370.0,6,3,354.0
206,RM,Nucleus raphe magnus,#FF9BCD,379.0,6,3,354.0
207,AP,Area postrema,#FF9BCD,386.0,6,3,354.0
209,LAV,Lateral vestibular nucleus,#FF9BCD,701.0,7,3,354.0
217,SUV,Superior vestibular nucleus,#FF9BCD,701.0,7,3,354.0
222,RO,Nucleus raphe obscurus,#FF9BCD,379.0,6,3,354.0
225,SPIV,Spinal vestibular nucleus,#FF9BCD,701.0,7,3,354.0
307,MARN,Magnocellular reticular nucleus,#FF9BCD,370.0,6,3,354.0
372,ICB,Infracerebellar nucleus,#FF9BCD,370.0,6,3,354.0
429,SPVC,"Spinal nucleus of the trigeminal, caudal part",#FF9BCD,386.0,6,3,354.0
437,SPVI,"Spinal nucleus of the trigeminal, interpolar part",#FF9BCD,386.0,6,3,354.0
445,SPVO,"Spinal nucleus of the trigeminal, oral part",#FF9BCD,386.0,6,3,354.0
576,ACVII,Accessory facial motor nucleus,#FF9BCD,370.0,6,3,354.0
642,NTB,Nucleus of the trapezoid body,#FF9BCD,386.0,6,3,354.0
651,NTS,Nucleus of the solitary tract,#FF9BCD,386.0,6,3,354.0
653,VI,Abducens nucleus,#FF9BCD,370.0,6,3,354.0
661,VII,Facial motor nucleus,#FF9BCD,370.0,6,3,354.0
711,CU,Cuneate nucleus,#FF9BCD,720.0,7,3,354.0
765,x,Nucleus x,#FF9BCD,370.0,6,3,354.0
773,XII,Hypoglossal nucleus,#FF9BCD,370.0,6,3,354.0
781,y,Nucleus y,#FF9BCD,370.0,6,3,354.0
839,DMX,Dorsal motor nucleus of the vagus nerve,#FF9BCD,370.0,6,3,354.0
852,PARN,Parvicellular reticular nucleus,#FF9BCD,370.0,6,3,354.0
859,PAS,Parasolitary nucleus,#FF9BCD,370.0,6,3,354.0
903,ECU,External cuneate nucleus,#FF9BCD,386.0,6,3,354.0
939,AMBd,"Nucleus ambiguus, dorsal division",#FF9BCD,135.0,7,3,354.0
955,LRNm,"Lateral reticular nucleus, magnocellular part",#FF9BCD,235.0,7,3,354.0
963,LRNp,"Lateral reticular nucleus, parvicellular part",#FF9BCD,235.0,7,3,354.0
970,PGRNd,"Paragigantocellular reticular nucleus, dorsal part",#FF9BCD,938.0,7,3,354.0
978,PGRNl,"Paragigantocellular reticular nucleus, lateral part",#FF9BCD,938.0,7,3,354.0
